Gene stable ID	UniProtKB/Swiss-Prot ID
WBGene00006508	
WBGene00006509	
WBGene00006510	Q17574
WBGene00006512	
WBGene00006513	
WBGene00006514	D0VWM8
WBGene00006515	Q11183
WBGene00006516	Q11182
WBGene00006517	G5EDB2
WBGene00006517	
WBGene00006518	
WBGene00006519	Q20779
WBGene00006520	O62126
WBGene00006522	
WBGene00006523	
WBGene00006524	G5EEM6
WBGene00006525	
WBGene00006526	Q03611
WBGene00006527	Q0G819
WBGene00006528	
WBGene00006529	P34690
WBGene00006530	
WBGene00006531	
WBGene00006532	
WBGene00006533	
WBGene00006534	P52274
WBGene00006535	
WBGene00006536	
WBGene00006537	P52275
WBGene00006538	P41937
WBGene00006539	
WBGene00006540	P34475
WBGene00006541	Q9XTQ6
WBGene00006541	
WBGene00006542	P32085
WBGene00006543	Q19691
WBGene00006544	Q95PX3
WBGene00006545	Q22292
WBGene00006546	Q22289
WBGene00006547	Q20257
WBGene00006549	Q9N2K7
WBGene00006550	Q9TZL0
WBGene00006551	O61764
WBGene00006552	O45291
WBGene00006553	Q9NAH2
WBGene00006554	Q09376
WBGene00006555	Q23622
WBGene00006556	Q9U2C9
WBGene00006557	Q9XVD5
WBGene00006558	Q9NA56
WBGene00006559	Q9NA55
WBGene00006560	Q22813
WBGene00006561	Q9N428
WBGene00006561	
WBGene00006562	Q95ZS2
WBGene00006563	
WBGene00006565	
WBGene00006566	Q23623
WBGene00006567	Q9NEU3
WBGene00006568	
WBGene00006570	
WBGene00006571	G5EDN3
WBGene00006572	Q17754
WBGene00006573	Q9Y0V6
WBGene00006574	O45319
WBGene00006575	Q86DA5
WBGene00006575	
WBGene00006576	Q03566
WBGene00006577	
WBGene00006578	
WBGene00006579	P34314
WBGene00006579	
WBGene00006580	
WBGene00006582	
WBGene00006583	Q09665
WBGene00006584	Q20334
WBGene00006585	Q9XUN9
WBGene00006586	O44572
WBGene00006587	
WBGene00006588	
WBGene00006589	
WBGene00006590	
WBGene00006591	Q22710
WBGene00006592	P98060
WBGene00006593	
WBGene00006594	
WBGene00006595	O17966
WBGene00006596	O61660
WBGene00006597	
WBGene00006598	
WBGene00006599	P34722
WBGene00006600	
WBGene00006601	Q10657
WBGene00006602	Q7YZT6
WBGene00006603	O45380
WBGene00006603	
WBGene00006604	P34708
WBGene00006605	P34709
WBGene00006605	
WBGene00006606	Q22036
WBGene00006607	
WBGene00006608	
WBGene00006609	
WBGene00006610	
WBGene00006611	
WBGene00006612	
WBGene00006613	Q23270
WBGene00006614	P34586
WBGene00006614	
WBGene00006615	
WBGene00006616	
WBGene00006617	P52709
WBGene00006617	
WBGene00006618	
WBGene00006619	
WBGene00006620	
WBGene00006621	
WBGene00006622	
WBGene00006623	
WBGene00006624	
WBGene00006625	
WBGene00006626	
WBGene00006627	P34285
WBGene00006628	
WBGene00006629	
WBGene00006630	
WBGene00006631	
WBGene00006632	
WBGene00006633	
WBGene00006634	
WBGene00006635	
WBGene00006636	
WBGene00006637	
WBGene00006638	Q22495
WBGene00006639	
WBGene00006640	H2L006
WBGene00006641	Q9XVM9
WBGene00006642	
WBGene00006643	Q11098
WBGene00006643	
WBGene00006644	
WBGene00006645	
WBGene00006646	
WBGene00006647	
WBGene00006648	O16991
WBGene00006649	O17389
WBGene00006652	
WBGene00006654	G5EE86
WBGene00006655	Q09306
WBGene00006656	
WBGene00006657	
WBGene00006658	
WBGene00006659	
WBGene00006660	
WBGene00006661	
WBGene00006662	P34410
WBGene00006663	
WBGene00006664	Q23435
WBGene00006664	
WBGene00006665	
WBGene00006666	
WBGene00006667	Q19907
WBGene00006668	
WBGene00006669	
WBGene00006670	
WBGene00006671	
WBGene00006672	Q18120
WBGene00006673	
WBGene00006674	
WBGene00006675	
WBGene00006676	
WBGene00006677	
WBGene00006678	
WBGene00006679	
WBGene00006680	
WBGene00006681	
WBGene00006682	
WBGene00006683	
WBGene00006684	
WBGene00006685	
WBGene00006686	
WBGene00006687	
WBGene00006688	
WBGene00006689	
WBGene00006690	
WBGene00006691	
WBGene00006692	
WBGene00006693	
WBGene00006694	
WBGene00006695	
WBGene00006696	
WBGene00006697	P90978
WBGene00006697	
WBGene00006698	
WBGene00006699	
WBGene00006700	Q9NAN1
WBGene00006701	P52478
WBGene00006702	
WBGene00006703	
WBGene00006704	P34477
WBGene00006705	
WBGene00006706	Q95017
WBGene00006707	Q9XVK5
WBGene00006708	Q95XX0
WBGene00006709	
WBGene00006710	
WBGene00006711	
WBGene00006712	Q11076
WBGene00006713	
WBGene00006714	
WBGene00006715	
WBGene00006716	P52484
WBGene00006717	
WBGene00006718	
WBGene00006719	
WBGene00006720	Q93571
WBGene00006721	
WBGene00006722	
WBGene00006723	
WBGene00006724	Q09444
WBGene00006725	P37165
WBGene00006726	P91302
WBGene00006727	P0CG71
WBGene00006727	
WBGene00006728	P49632
WBGene00006729	
WBGene00006730	O45495
WBGene00006731	
WBGene00006732	P91853
WBGene00006733	Q19584
WBGene00006733	
WBGene00006734	Q09349
WBGene00006735	Q18217
WBGene00006735	
WBGene00006736	Q09353
WBGene00006737	Q23238
WBGene00006737	
WBGene00006738	
WBGene00006739	Q09275
WBGene00006740	
WBGene00006741	Q21190
WBGene00006741	
WBGene00006742	
WBGene00006743	Q93705
WBGene00006744	P29506
WBGene00006745	Q26261
WBGene00006745	
WBGene00006746	P34710
WBGene00006747	Q03412
WBGene00006747	
WBGene00006748	Q21974
WBGene00006748	
WBGene00006749	O01393
WBGene00006749	
WBGene00006750	Q22366
WBGene00006751	Q9XZI6
WBGene00006752	P27715
WBGene00006752	
WBGene00006753	
WBGene00006754	P10567
WBGene00006755	P34609
WBGene00006755	
WBGene00006756	P34711
WBGene00006757	P34815
WBGene00006759	Q23551
WBGene00006759	
WBGene00006760	
WBGene00006761	
WBGene00006762	
WBGene00006763	G5ECL2
WBGene00006764	Q9GYF1
WBGene00006765	P48181
WBGene00006766	P52906
WBGene00006766	
WBGene00006767	Q23658
WBGene00006767	
WBGene00006768	P30628
WBGene00006769	Q01630
WBGene00006769	
WBGene00006770	
WBGene00006771	
WBGene00006772	P34374
WBGene00006772	
WBGene00006773	O02482
WBGene00006774	Q23022
WBGene00006775	O17894
WBGene00006776	
WBGene00006777	P90761
WBGene00006778	
WBGene00006779	O62305
WBGene00006779	
WBGene00006780	
WBGene00006781	
WBGene00006782	
WBGene00006783	P34579
WBGene00006784	
WBGene00006785	Q10045
WBGene00006786	Q23023
WBGene00006787	Q06561
WBGene00006787	
WBGene00006788	Q7YSI9
WBGene00006788	
WBGene00006789	P02566
WBGene00006790	G5ECR9
WBGene00006791	B1V8A0
WBGene00006792	Q22271
WBGene00006793	
WBGene00006794	Q07749
WBGene00006795	
WBGene00006796	Q9N5D6
WBGene00006796	
WBGene00006797	Q9N587
WBGene00006798	O16000
WBGene00006801	
WBGene00006802	
WBGene00006803	
WBGene00006804	G5EFD5
WBGene00006805	
WBGene00006807	
WBGene00006808	
WBGene00006809	
WBGene00006810	Q11176
WBGene00006811	
WBGene00006811	P42173
WBGene00006812	Q9XV66
WBGene00006814	
WBGene00006815	Q23064
WBGene00006815	
WBGene00006816	Q20745
WBGene00006817	Q19326
WBGene00006818	P13528
WBGene00006819	P37806
WBGene00006820	O01761
WBGene00006820	
WBGene00006822	Q93380
WBGene00006823	O01479
WBGene00006824	Q9NEZ5
WBGene00006825	
WBGene00006826	P50464
WBGene00006827	Q19203
WBGene00006829	P35602
WBGene00006829	
WBGene00006830	G5EFJ9
WBGene00006831	P23678
WBGene00006832	Q09274
WBGene00006832	
WBGene00006833	
WBGene00006836	Q18685
WBGene00006839	
WBGene00006840	P34540
WBGene00006843	Q10658
WBGene00006843	
WBGene00006844	
WBGene00006845	
WBGene00006852	
WBGene00006853	
WBGene00006856	Q17361
WBGene00006861	
WBGene00006862	
WBGene00006863	H2KYQ5
WBGene00006864	
WBGene00006865	
WBGene00006868	O61460
WBGene00006869	
WBGene00006870	
WBGene00006873	Q93899
WBGene00006874	Q21441
WBGene00006874	
WBGene00006875	
WBGene00006876	
WBGene00006881	Q09604
WBGene00006882	
WBGene00006886	
WBGene00006887	Q45FX5
WBGene00006888	
WBGene00006889	O18054
WBGene00006890	Q7YZW5
WBGene00006893	
WBGene00006894	G5ED65
WBGene00006896	Q21038
WBGene00006897	Q21041
WBGene00006902	
WBGene00006910	Q21898
WBGene00006911	C0HLB4
WBGene00006911	C0HLB3
WBGene00006912	
WBGene00006913	
WBGene00006914	
WBGene00006915	
WBGene00006916	
WBGene00006917	
WBGene00006918	Q23680
WBGene00006919	P91303
WBGene00006920	Q9XXU9
WBGene00006921	Q19626
WBGene00006922	Q19213
WBGene00006923	Q10038
WBGene00006923	
WBGene00006924	
WBGene00006925	P55155
WBGene00006926	P05690
WBGene00006926	
WBGene00006927	Q9N4J2
WBGene00006928	P18947
WBGene00006929	P06125
WBGene00006930	P18948
WBGene00006931	O01258
WBGene00006931	
WBGene00006932	Q9TXI7
WBGene00006933	
WBGene00006934	Q22639
WBGene00006934	
WBGene00006935	
WBGene00006936	Q9U1Q4
WBGene00006937	
WBGene00006938	Q20085
WBGene00006940	O18209
WBGene00006941	X5M5N0
WBGene00006942	
WBGene00006943	Q10953
WBGene00006943	
WBGene00006944	Q19546
WBGene00006945	
WBGene00006946	C0HKD7
WBGene00006946	C0HKD6
WBGene00006947	Q94128
WBGene00006948	
WBGene00006949	Q20170
WBGene00006949	
WBGene00006950	Q94129
WBGene00006951	Q9U7D3
WBGene00006951	
WBGene00006952	P91573
WBGene00006953	
WBGene00006954	Q94130
WBGene00006955	
WBGene00006956	
WBGene00006957	
WBGene00006958	
WBGene00006959	
WBGene00006960	
WBGene00006961	Q9U7E0
WBGene00006962	Q23229
WBGene00006963	
WBGene00006964	Q9U299
WBGene00006965	
WBGene00006966	
WBGene00006968	
WBGene00006970	G5EBU4
WBGene00006971	
WBGene00006974	
WBGene00006975	P34447
WBGene00006975	P34449
WBGene00006975	
WBGene00006976	
WBGene00006977	P34482
WBGene00006978	G5EGI7
WBGene00006979	G5EDQ9
WBGene00006980	G5EEY6
WBGene00006981	G5ECB1
WBGene00006982	Q9XXD7
WBGene00006983	Q22125
WBGene00006984	O44730
WBGene00006985	G5ED00
WBGene00006986	
WBGene00006987	G5EGM1
WBGene00006988	Q9GT24
WBGene00006993	Q95QC4
WBGene00006993	
WBGene00006994	G5EEM5
WBGene00006996	P21541
WBGene00006997	Q23529
WBGene00006999	Q9U3F4
WBGene00007000	
WBGene00007001	
WBGene00007006	
WBGene00007007	Q965G5
WBGene00007008	P34537
WBGene00007009	
WBGene00007010	P34552
WBGene00007011	O02042
WBGene00007012	Q23523
WBGene00007013	Q9U1W2
WBGene00007014	P45966
WBGene00007015	Q9BI74
WBGene00007016	Q21955
WBGene00007017	Q9NAL4
WBGene00007018	Q966M5
WBGene00007018	
WBGene00007019	Q9N4F2
WBGene00007020	Q9N5A1
WBGene00007020	
WBGene00007021	
WBGene00007022	Q23679
WBGene00007023	
WBGene00007024	A8WHP8
WBGene00007025	Q9XUS2
WBGene00007026	P91869
WBGene00007026	
WBGene00007027	Q9NEL2
WBGene00007028	G5EEV2
WBGene00007029	Q9TYU5
WBGene00007030	
WBGene00007036	
WBGene00007041	
WBGene00007042	
WBGene00007043	
WBGene00007044	Q09219
WBGene00007045	Q22141
WBGene00007047	O45797
WBGene00007048	Q18034
WBGene00007049	
WBGene00007050	
WBGene00007053	
WBGene00007054	Q8T3G2
WBGene00007055	
WBGene00007056	P34387
WBGene00007057	
WBGene00007058	
WBGene00007059	G5EFV8
WBGene00007060	
WBGene00007062	
WBGene00007063	
WBGene00007064	
WBGene00007065	
WBGene00007067	
WBGene00007068	
WBGene00007069	
WBGene00007070	
WBGene00007071	Q17405
WBGene00007071	
WBGene00007072	
WBGene00007073	
WBGene00007075	
WBGene00007076	
WBGene00007079	
WBGene00007080	Q09201
WBGene00007081	Q09202
WBGene00007082	
WBGene00007083	
WBGene00007085	
WBGene00007087	
WBGene00007088	
WBGene00007089	Q17413
WBGene00007089	
WBGene00007090	
WBGene00007091	
WBGene00007092	
WBGene00007093	
WBGene00007094	
WBGene00007096	
WBGene00007097	
WBGene00007099	Q17424
WBGene00007099	
WBGene00007100	
WBGene00007101	Q17426
WBGene00007102	Q17428
WBGene00007103	
WBGene00007104	
WBGene00007105	
WBGene00007106	
WBGene00007107	Q17435
WBGene00007108	Q27464
WBGene00007109	
WBGene00007110	Q17431
WBGene00007111	
WBGene00007112	
WBGene00007113	Q17439
WBGene00007114	Q17440
WBGene00007115	
WBGene00007116	
WBGene00007117	
WBGene00007118	Q8I4N3
WBGene00007119	
WBGene00007122	Q9XTI0
WBGene00007123	
WBGene00007124	
WBGene00007125	
WBGene00007126	
WBGene00007127	
WBGene00007128	P41941
WBGene00007129	P41938
WBGene00007130	P41942
WBGene00007131	
WBGene00007132	
WBGene00007133	
WBGene00007134	
WBGene00007135	P46551
WBGene00007136	P46553
WBGene00007137	P46554
WBGene00007138	P46556
WBGene00007139	P46557
WBGene00007140	
WBGene00007141	
WBGene00007142	
WBGene00007143	
WBGene00007144	
WBGene00007145	
WBGene00007146	
WBGene00007148	
WBGene00007149	
WBGene00007150	
WBGene00007152	
WBGene00007153	
WBGene00007154	
WBGene00007155	
WBGene00007156	
WBGene00007158	
WBGene00007159	
WBGene00007162	
WBGene00007163	
WBGene00007164	
WBGene00007166	
WBGene00007167	
WBGene00007168	
WBGene00007169	
WBGene00007170	
WBGene00007171	
WBGene00007172	
WBGene00007173	
WBGene00007174	
WBGene00007175	
WBGene00007176	
WBGene00007177	
WBGene00007178	
WBGene00007179	
WBGene00007180	
WBGene00007182	
WBGene00007183	
WBGene00007184	Q03560
WBGene00007185	Q03561
WBGene00007186	Q03564
WBGene00007187	
WBGene00007188	Q9BIB3
WBGene00007189	
WBGene00007190	
WBGene00007191	
WBGene00007192	
WBGene00007193	
WBGene00007194	
WBGene00007195	
WBGene00007196	
WBGene00007197	O45228
WBGene00007197	
WBGene00007200	
WBGene00007201	Q17533
WBGene00007202	
WBGene00007203	Q17528
WBGene00007204	Q17529
WBGene00007206	
WBGene00007207	
WBGene00007208	
WBGene00007209	
WBGene00007210	O17554
WBGene00007211	
WBGene00007212	
WBGene00007213	
WBGene00007214	
WBGene00007215	
WBGene00007216	
WBGene00007217	
WBGene00007218	
WBGene00007219	
WBGene00007220	
WBGene00007221	
WBGene00007222	
WBGene00007223	
WBGene00007224	
WBGene00007225	
WBGene00007226	
WBGene00007227	P46012
WBGene00007228	
WBGene00007229	
WBGene00007230	
WBGene00007231	
WBGene00007232	
WBGene00007233	
WBGene00007234	
WBGene00007235	
WBGene00007236	Q93169
WBGene00007237	Q93170
WBGene00007239	
WBGene00007240	
WBGene00007241	
WBGene00007242	
WBGene00007243	
WBGene00007244	
WBGene00007245	
WBGene00007246	
WBGene00007247	
WBGene00007248	
WBGene00007249	
WBGene00007250	
WBGene00007251	
WBGene00007252	
WBGene00007253	
WBGene00007254	
WBGene00007255	Q17586
WBGene00007256	
WBGene00007257	
WBGene00007258	
WBGene00007259	
WBGene00007260	
WBGene00007261	
WBGene00007262	
WBGene00007264	
WBGene00007265	
WBGene00007266	
WBGene00007267	Q17598
WBGene00007268	
WBGene00007269	P42169
WBGene00007270	P42171
WBGene00007271	P42172
WBGene00007273	
WBGene00007274	
WBGene00007275	
WBGene00007277	Q17603
WBGene00007278	
WBGene00007279	
WBGene00007281	
WBGene00007282	
WBGene00007283	
WBGene00007284	
WBGene00007285	
WBGene00007286	
WBGene00007287	
WBGene00007288	
WBGene00007289	
WBGene00007290	
WBGene00007291	
WBGene00007292	
WBGene00007293	
WBGene00007294	
WBGene00007295	
WBGene00007296	
WBGene00007297	
WBGene00007299	
WBGene00007301	
WBGene00007302	
WBGene00007303	
WBGene00007304	
WBGene00007305	
WBGene00007306	
WBGene00007307	
WBGene00007308	
WBGene00007309	
WBGene00007310	
WBGene00007311	
WBGene00007312	O45241
WBGene00007313	
WBGene00007314	O62026
WBGene00007315	
WBGene00007316	
WBGene00007317	
WBGene00007319	P34289
WBGene00007320	P34290
WBGene00007321	P34292
WBGene00007322	P34293
WBGene00007323	P34294
WBGene00007324	Q86DA7
WBGene00007325	
WBGene00007326	
WBGene00007327	
WBGene00007328	Q09448
WBGene00007329	Q09449
WBGene00007329	
WBGene00007330	Q09450
WBGene00007331	Q09451
WBGene00007332	Q09230
WBGene00007332	
WBGene00007333	G5EES6
WBGene00007333	
WBGene00007334	
WBGene00007335	
WBGene00007336	
WBGene00007337	
WBGene00007338	
WBGene00007339	
WBGene00007340	
WBGene00007341	
WBGene00007342	
WBGene00007343	
WBGene00007344	
WBGene00007345	
WBGene00007346	
WBGene00007347	
WBGene00007348	
WBGene00007349	
WBGene00007350	P53596
WBGene00007351	Q17678
WBGene00007352	P54811
WBGene00007353	
WBGene00007354	P48458
WBGene00007355	Q17684
WBGene00007356	
WBGene00007357	
WBGene00007358	
WBGene00007359	
WBGene00007360	
WBGene00007361	
WBGene00007362	
WBGene00007363	Q17703
WBGene00007364	Q17704
WBGene00007365	
WBGene00007366	
WBGene00007367	O17573
WBGene00007368	
WBGene00007369	
WBGene00007370	
WBGene00007372	
WBGene00007374	
WBGene00007375	
WBGene00007377	
WBGene00007378	
WBGene00007381	
WBGene00007382	
WBGene00007383	
WBGene00007384	
WBGene00007385	
WBGene00007386	
WBGene00007387	
WBGene00007388	Q17766
WBGene00007389	
WBGene00007390	
WBGene00007391	
WBGene00007392	
WBGene00007393	
WBGene00007394	
WBGene00007395	
WBGene00007396	
WBGene00007397	
WBGene00007398	
WBGene00007399	P34312
WBGene00007400	P34313
WBGene00007401	P34316
WBGene00007402	P34317
WBGene00007403	P34318
WBGene00007404	P34319
WBGene00007405	P34320
WBGene00007406	P34321
WBGene00007407	
WBGene00007408	
WBGene00007409	
WBGene00007410	
WBGene00007411	
WBGene00007412	Q17784
WBGene00007412	
WBGene00007413	O17580
WBGene00007414	
WBGene00007415	
WBGene00007416	
WBGene00007417	
WBGene00007418	
WBGene00007419	
WBGene00007420	
WBGene00007421	
WBGene00007422	
WBGene00007423	
WBGene00007424	
WBGene00007425	
WBGene00007426	
WBGene00007427	
WBGene00007428	D9N129
WBGene00007428	
WBGene00007429	Q17819
WBGene00007429	
WBGene00007430	
WBGene00007431	
WBGene00007432	
WBGene00007433	Q09441
WBGene00007433	
WBGene00007434	Q09443
WBGene00007435	Q09226
WBGene00007436	Q09227
WBGene00007437	
WBGene00007438	
WBGene00007439	
WBGene00007440	
WBGene00007441	
WBGene00007442	
WBGene00007443	Q17827
WBGene00007444	Q17828
WBGene00007444	
WBGene00007445	
WBGene00007446	
WBGene00007447	
WBGene00007448	
WBGene00007449	
WBGene00007450	
WBGene00007452	
WBGene00007453	
WBGene00007454	
WBGene00007455	
WBGene00007456	
WBGene00007457	
WBGene00007458	O62053
WBGene00007459	Q9U3R0
WBGene00007460	
WBGene00007462	P52714
WBGene00007463	
WBGene00007464	P52887
WBGene00007465	
WBGene00007466	
WBGene00007467	
WBGene00007469	
WBGene00007470	
WBGene00007471	
WBGene00007472	
WBGene00007473	
WBGene00007474	
WBGene00007476	Q93196
WBGene00007476	
WBGene00007478	
WBGene00007479	
WBGene00007480	
WBGene00007482	
WBGene00007483	
WBGene00007484	
WBGene00007485	
WBGene00007486	Q17865
WBGene00007487	
WBGene00007488	Q09454
WBGene00007489	Q09458
WBGene00007490	Q09459
WBGene00007492	
WBGene00007493	
WBGene00007494	
WBGene00007495	
WBGene00007496	
WBGene00007497	
WBGene00007499	
WBGene00007500	
WBGene00007501	
WBGene00007502	
WBGene00007503	
WBGene00007504	
WBGene00007505	
WBGene00007506	
WBGene00007507	
WBGene00007508	
WBGene00007509	
WBGene00007511	
WBGene00007512	
WBGene00007513	
WBGene00007514	P90747
WBGene00007515	
WBGene00007516	
WBGene00007517	Q95003
WBGene00007518	
WBGene00007520	
WBGene00007521	
WBGene00007522	
WBGene00007523	
WBGene00007525	
WBGene00007528	
WBGene00007529	
WBGene00007530	
WBGene00007531	
WBGene00007533	
WBGene00007534	
WBGene00007535	
WBGene00007536	Q17938
WBGene00007537	
WBGene00007538	
WBGene00007540	
WBGene00007541	
WBGene00007542	
WBGene00007543	
WBGene00007544	
WBGene00007545	
WBGene00007546	O01929
WBGene00007547	O01931
WBGene00007548	
WBGene00007549	
WBGene00007550	
WBGene00007551	
WBGene00007552	
WBGene00007553	
WBGene00007554	
WBGene00007555	Q17949
WBGene00007556	P54002
WBGene00007557	
WBGene00007558	
WBGene00007559	
WBGene00007560	
WBGene00007561	Q17958
WBGene00007562	
WBGene00007563	
WBGene00007564	
WBGene00007565	
WBGene00007567	
WBGene00007569	
WBGene00007570	
WBGene00007571	
WBGene00007572	
WBGene00007573	
WBGene00007574	
WBGene00007576	P49958
WBGene00007577	
WBGene00007579	
WBGene00007580	
WBGene00007581	
WBGene00007583	
WBGene00007584	
WBGene00007585	
WBGene00007586	
WBGene00007587	
WBGene00007588	
WBGene00007589	G5EEQ9
WBGene00007590	
WBGene00007591	
WBGene00007592	
WBGene00007593	
WBGene00007594	
WBGene00007595	
WBGene00007597	
WBGene00007598	
WBGene00007599	
WBGene00007600	
WBGene00007601	
WBGene00007602	
WBGene00007603	
WBGene00007604	
WBGene00007605	
WBGene00007606	
WBGene00007607	
WBGene00007608	
WBGene00007609	
WBGene00007610	P34337
WBGene00007611	P34338
WBGene00007613	
WBGene00007614	
WBGene00007615	
WBGene00007616	
WBGene00007617	Q9XVT0
WBGene00007618	
WBGene00007619	
WBGene00007620	
WBGene00007621	
WBGene00007622	Q09461
WBGene00007623	Q09462
WBGene00007624	Q09249
WBGene00007625	Q09250
WBGene00007626	Q09251
WBGene00007627	Q09252
WBGene00007628	Q09464
WBGene00007629	Q09465
WBGene00007630	Q09254
WBGene00007631	Q09466
WBGene00007631	
WBGene00007632	
WBGene00007633	
WBGene00007634	
WBGene00007635	
WBGene00007636	
WBGene00007637	
WBGene00007638	
WBGene00007639	
WBGene00007640	
WBGene00007641	
WBGene00007642	
WBGene00007643	
WBGene00007644	
WBGene00007645	
WBGene00007646	Q93235
WBGene00007647	
WBGene00007648	
WBGene00007649	
WBGene00007650	
WBGene00007651	
WBGene00007652	
WBGene00007653	Q93244
WBGene00007655	
WBGene00007656	
WBGene00007657	
WBGene00007658	
WBGene00007659	
WBGene00007660	
WBGene00007661	
WBGene00007662	
WBGene00007663	
WBGene00007664	
WBGene00007666	
WBGene00007668	
WBGene00007669	
WBGene00007670	
WBGene00007672	
WBGene00007673	
WBGene00007674	
WBGene00007675	
WBGene00007678	
WBGene00007679	
WBGene00007680	
WBGene00007681	
WBGene00007682	
WBGene00007683	
WBGene00007684	
WBGene00007685	
WBGene00007686	Q18090
WBGene00007687	
WBGene00007688	
WBGene00007689	
WBGene00007690	
WBGene00007691	
WBGene00007692	
WBGene00007693	
WBGene00007694	
WBGene00007695	
WBGene00007696	
WBGene00007697	
WBGene00007698	
WBGene00007699	
WBGene00007700	
WBGene00007701	
WBGene00007702	
WBGene00007703	
WBGene00007704	Q6BER6
WBGene00007705	
WBGene00007707	
WBGene00007708	Q9XVR8
WBGene00007709	Q9XVS3
WBGene00007710	O02217
WBGene00007711	O02218
WBGene00007711	
WBGene00007712	
WBGene00007713	
WBGene00007714	
WBGene00007716	
WBGene00007717	
WBGene00007718	Q9XVR6
WBGene00007719	
WBGene00007720	
WBGene00007722	
WBGene00007723	
WBGene00007724	
WBGene00007725	
WBGene00007726	
WBGene00007727	
WBGene00007728	
WBGene00007729	
WBGene00007730	Q18169
WBGene00007731	
WBGene00007732	
WBGene00007733	
WBGene00007734	
